"","qso","lnte","m","Sro","srmax","td","vch","vr","ko","cd"
"1",0.0190558600577578,0.0408638642191376,0.070911071508254,0.0276316235240647,0.614656971521828,0.032172514443782,0.0236962325419296,0.0240164557509906,0.0646495844636126,0.0614890608196869
"2",0.0188116334036307,0.0432241391668055,0.0789628504516382,0.0272294627262099,0.612258284226978,0.031548923219673,0.0229713036763814,0.0234959760131645,0.0653884597629925,0.0610124827475144
"3",0.0188802901209811,0.0430548035790466,0.0811597553124092,0.0272322702712296,0.610402323597448,0.0313029704832821,0.022908582911626,0.0235899815385986,0.0655869096084232,0.0604878274889491
"4",0.01894969449062,0.0428445710497862,0.0842825540775289,0.0273088540465305,0.606132988560063,0.0311226462786947,0.0229090926293663,0.023783152229105,0.0657730070579364,0.0598016503949692
"5",0.0195889155499494,0.0326445207960055,0.0636989698818003,0.0267556660407776,0.67903668140477,0.0311828812956598,0.0239767105168329,0.0239948897701065,0.0656050720406231,0.0665813290433158
"6",0.0193774849337025,0.0393750294869429,0.0790067141023199,0.0275714130161565,0.612884589466595,0.0315832062593989,0.0234335354389792,0.0241830170563719,0.0657779265131674,0.0602397371292072
"7",0.0191947760712098,0.039270049742546,0.0808914585663789,0.0276220555539104,0.608985989004328,0.0315471481246727,0.023264895500881,0.0243166147635701,0.0659916671110615,0.0602682188212984
"8",0.018901268515339,0.040588386281019,0.0893832593595623,0.0272550579898128,0.603295713722877,0.0313358645383698,0.0227177989564422,0.0240603413864286,0.0660902791503725,0.0599840951774303
"9",0.0197198235609662,0.0331926450402865,0.0711955728896464,0.0274745415373084,0.644078166297417,0.0318348914269219,0.0241162047608044,0.0245643206227614,0.0651937722311289,0.0632777035584603
"10",0.0196189215329178,0.0330400810797145,0.0733018900890985,0.0275884596010269,0.634486768267799,0.0321029922756098,0.0238805386747371,0.0243550020812321,0.0660200862047011,0.0629809282813225
"11",0.0195213303765865,0.033263293053871,0.0738178257715154,0.0279303658250834,0.62547706763242,0.0321976214758396,0.0240742840880099,0.0244200138327344,0.0656978683838907,0.0621011204474684
"12",0.0187895717390552,0.0371398025363061,0.0868400035045498,0.0275620160438586,0.601903061113025,0.0318468607658434,0.0229473588228,0.0244172543395059,0.0658807589403992,0.0607647417722133
"13",0.0187689110194724,0.0367176270251794,0.0892306838568187,0.0274931142887163,0.600588200520301,0.03191592653613,0.0229595691473523,0.024490781494156,0.0655623769882132,0.0607279453633693
"14",0.0188379477125765,0.0363377305279982,0.0927300321722334,0.0274644604283886,0.597378808690094,0.0318555589811744,0.0229468978299204,0.0245768880307716,0.0655582530134868,0.0604086738685835
"15",0.0188824090405051,0.0361695174604693,0.0979141729517132,0.0273259716041797,0.59426612662827,0.0318309573118831,0.022904849731363,0.0246129316079715,0.0653564328813883,0.0600583517051176
"16",0.0191278307908806,0.0348874099883896,0.0959292623389276,0.0277640594527777,0.589760496404849,0.0319058584950394,0.0233134828980699,0.0251039861811535,0.0655564497397345,0.059601352368991
"17",0.0197542986445398,0.0308829033706446,0.0843810669868274,0.0279087365757597,0.61871379135977,0.0327919829955214,0.0242217042563382,0.0251213786257784,0.064176192744422,0.0613053317870364
"18",0.0191048107867019,0.0350904892901897,0.106178705098875,0.0274099184368888,0.583331924091829,0.0319160125608344,0.0229303362273981,0.024746871107177,0.0654927961532568,0.0591327494803722
"19",0.0193802566121909,0.0333990972228007,0.099573130734923,0.0279509809514088,0.583410393008912,0.0323642673027678,0.0235364666054894,0.0252439695184229,0.0652701576531664,0.0590257098531164
"20",0.0197141772060793,0.0295382987072265,0.0872952128161097,0.0280753788933859,0.614110565541668,0.0329200871954857,0.0242861810501667,0.0252041551115235,0.0644745052442305,0.0614071634614381
"21",0.0196829943022297,0.0169620007323832,0.0632963761743465,0.02643517120537,0.718133047988003,0.0325373271204325,0.0243182582729491,0.0213755475353727,0.067338549294006,0.0689141241706738
"22",0.0201678939845474,0.0228480999740945,0.0739192946316731,0.0266960799801164,0.644000645543682,0.0321733820775556,0.0240038887242047,0.0227304095060257,0.0658727839693963,0.061698547760717
"23",0.025970395690173,0.0126800880777269,0.0629818847578035,0.0329629702881989,0.699797462572948,0.0312006938019445,0.020482427101526,0.0221809381069838,0.0638316272164426,0.0572445963735815
"24",0.0200723040160042,0.00833704399698719,0.0643230200235324,0.0317068622467033,0.647976963873383,0.0319496377667508,0.0230939681508095,0.0243930449578802,0.0648405004690482,0.062030365218697
"25",0.0199187016422271,0.0279962712657096,0.0576117574377281,0.0283216539152433,0.639125505516077,0.0315692652652677,0.0233237562112104,0.0237456951520208,0.0663499500594416,0.0632697329040524
"26",0.0198273511190807,0.0289975350126496,0.0593536574423256,0.0279909385479242,0.643284249963997,0.0312298428087536,0.022876036930891,0.0234741672529225,0.0662438275903128,0.0634990417011317
"27",0.0198468168030584,0.0293896832837382,0.0598893093278308,0.0279010509187358,0.644839936900256,0.0310010592934931,0.0228165091264426,0.0236046442538279,0.0659809677965559,0.0634640676874219
"28",0.0198877062965691,0.0298047228936955,0.0619643479992786,0.0277980655494295,0.644692341041256,0.0307702543733538,0.0227339454418798,0.0237310595735077,0.0658552211142674,0.0632262205897039
"29",0.0199530070627313,0.0301886283337992,0.06507718925956,0.0276923874945453,0.643857096454856,0.0305734320817031,0.0226337237978327,0.0238382721723923,0.0658069969222798,0.0628480822024584
"30",0.0200242717601095,0.0305192318344991,0.0688136746860616,0.0275659569546192,0.642387372332994,0.0304159804486103,0.0225351360718126,0.0239181317373556,0.0657729657821861,0.0624402084260446
"31",0.0201049330818005,0.0307951045344129,0.0729897514760334,0.027440027382176,0.640463711314506,0.0302915180099841,0.0224338133412034,0.0239745332796491,0.0657664032732765,0.0619947463035122
"32",0.0202076945332605,0.0309592563138612,0.0770826109817236,0.0273873523731797,0.637306599955267,0.0301382594522052,0.0223077652027282,0.0240557357167518,0.0659023102139088,0.0614915735466824
"33",0.0202554688795694,0.0312293726444725,0.0825995535224864,0.0271356885713044,0.636432426621413,0.0301046002275062,0.0222370337510825,0.0240368085093283,0.0655803231073705,0.0609876612659804
"34",0.020342077633801,0.0313656336097469,0.0875521231864795,0.0270143197440435,0.633390069063556,0.0300296249748192,0.0221321926380613,0.0240467575391301,0.0656004529023724,0.0605315058386034
"35",0.0204475849520756,0.0314706901395993,0.0930200731152251,0.0268745080986423,0.631065820786503,0.0299514416201556,0.0220352977784165,0.0240501683575295,0.0655290700712381,0.0599395107484073
"36",0.0205477633120379,0.0315440401556736,0.0985893773679598,0.0267375965719626,0.628157997152841,0.0298793639590737,0.0219390006383824,0.0240424796169934,0.0654852348591135,0.0594028300503258
"37",0.0207001905261963,0.0315316560592826,0.103591645190823,0.0266981376090595,0.623937714480333,0.0297708872257489,0.0218319323590968,0.0240467995376874,0.0657031148105733,0.0588606431864342
"38",0.0207571037013803,0.0316397024875689,0.110072603476958,0.0264927377312475,0.621810163077932,0.0297590480695031,0.0217467229386942,0.0240016823463132,0.0654219879876338,0.0582989825420705
"39",0.020859685198445,0.0316592805794128,0.116005996814786,0.0263695334861882,0.618236180742136,0.0296968908705591,0.021653946635865,0.0239742078424932,0.0653895707087951,0.0577679864913338
"40",0.0214043647670909,0.0295478399401309,0.107452959760611,0.0271206261919073,0.617348803081575,0.0298450039315237,0.0222426099772944,0.0243493582549506,0.0654403604710419,0.0576676567941513
"41",0.0210808267706636,0.0314404510980981,0.123532309904673,0.0264188878720057,0.609165452570512,0.0297182394550869,0.0215646512378881,0.0239598488092084,0.0657433779394043,0.0569046292188511
"42",0.0210947265895005,0.0314240572953288,0.128697423277701,0.0262981898331909,0.60607332079825,0.0297823499517276,0.0215308653580433,0.0239312635856425,0.0654581459115464,0.056463645614229
"43",0.0211657886920952,0.0313550876133679,0.133740084042915,0.026230982104516,0.601877577455033,0.0297583518060045,0.0214782907036799,0.0239225264402454,0.0654148306887742,0.0560372210037466
"44",0.0212905275862165,0.0309634354284722,0.134688204490886,0.0265557398909505,0.594683064483459,0.0294787196066335,0.021573833961056,0.0241411283413771,0.0660226097519523,0.0555344120180649
"45",0.0212909074598378,0.0312616479766562,0.144004012697078,0.0261302321787651,0.592951535544499,0.0296860331124879,0.0213687175056544,0.0238988163758574,0.0654075261352407,0.0551239480496912
"46",0.0213642917038761,0.0312248777514303,0.149679436069705,0.0260573451554245,0.588700769706197,0.0296302369802398,0.0213049851017264,0.0238836517241817,0.0653386415714313,0.0546125989794359
"47",0.0214415481920071,0.0311860278604734,0.155677384514661,0.025964817260721,0.584370480392629,0.0295671142006496,0.0212392805311692,0.023860927357599,0.0652602399179689,0.0541313487748531
"48",0.0215320063111242,0.0311581889031428,0.162081051435586,0.0258617220414637,0.580409696966051,0.0295065853507386,0.0211686174327144,0.0238329086757276,0.0651282472964288,0.0535966654904179
"49",0.0216205630655123,0.0311244898080459,0.168587785836695,0.0257529608423688,0.576109446650955,0.0294393588226823,0.0210989199898068,0.0237983407612177,0.0650197277456509,0.0530966055139938
"50",0.021790545499777,0.0308275466595246,0.17083746476537,0.0260287986777734,0.570452300717066,0.0291853278915528,0.0211627363030104,0.0239059520892361,0.0656852931161592,0.052537347533071
"51",0.021892022561733,0.0306565017706429,0.174516250274182,0.0261475205726267,0.565409995646892,0.0291121427230353,0.021277433670263,0.023967824467427,0.0659004705844281,0.05205699149683
"52",0.0228894280618741,0.0193072173303201,0.116631387576545,0.0250442052763785,0.685782420536119,0.0291900879006024,0.0227755443655351,0.0238529614638581,0.0675896766030671,0.0644824128687552
